Model Outputs
250
,,salto:LAbsAnkleAngle,,,salto:LAnkleAngles,,,salto:LAnkleForce,,,salto:LAnkleMoment,,,salto:LAnklePower,,,salto:LFE,,,,,,,,,salto:LFO,,,,,,,,,salto:LFootProgressAngles,,,salto:LGroundReactionForce,,,salto:LGroundReactionMoment,,,salto:LHipAngles,,,salto:LHipForce,,,salto:LHipMoment,,,salto:LHipPower,,,salto:LKneeAngles,,,salto:LKneeForce,,,salto:LKneeMoment,,,salto:LKneePower,,,salto:LNormalisedGRF,,,salto:LPelvisAngles,,,salto:LTI,,,,,,,,,salto:LTO,,,,,,,,,salto:PEL,,,,,,,,,salto:RAbsAnkleAngle,,,salto:RAnkleAngles,,,salto:RAnkleForce,,,salto:RAnkleMoment,,,salto:RAnklePower,,,salto:RFE,,,,,,,,,salto:RFO,,,,,,,,,salto:RFootProgressAngles,,,salto:RHipAngles,,,salto:RHipForce,,,salto:RHipMoment,,,salto:RHipPower,,,salto:RKneeAngles,,,salto:RKneeForce,,,salto:RKneeMoment,,,salto:RKneePower,,,salto:RPelvisAngles,,,salto:RTI,,,,,,,,,salto:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
1805,0,-26.4815,0,0,-28.0384,-6.86698,19.2527,-0.712654,-0.120955,-0.252263,-89.9847,-4.48375,-17.4152,0,0,0.390559,8.00051,-19.7988,104.948,451.915,390.674,674.236,407.551,407.551,407.551,54.8077,-60.5749,100.512,410.101,567.024,154.655,209.592,209.592,209.592,-110.81,-20.4055,-169.791,,,,,,,37.1672,-10.6053,-26.2172,0.307284,-0.505017,1.1819,34.6541,-287.9,39.038,0,0,0.157162,9.90476,-8.87096,-16.7907,-0.449542,-0.166541,1.03194,-170.742,-52.2635,-7.32831,0,0,0.334777,,,,-20.7387,6.27133,-163.112,4.55879,-5.65891,122.313,444.393,437.432,222.647,433.516,433.516,433.516,54.8077,-60.5749,100.512,397.718,631.401,130.212,69.8641,69.8641,69.864,-21.8076,7.89199,73.3228,559.605,231.129,1090.59,296.532,296.532,296.532,21.5333,0,0,21.6245,-1.7152,4.59639,0.10901,0.0509293,0.108065,-0.337647,-8.76121e-16,-14.4984,0,0,0.0298128,4.23512,-42.9295,105.266,816.227,399.747,809.95,388.605,388.605,388.605,15.0524,-42.9691,56.924,721.957,171.987,558.312,216.518,216.518,216.518,-144.231,-21.3038,-153.236,53.8082,-0.0245859,29.7471,-0.231722,0.72523,-0.282501,-0.376559,-199.956,3.28002,0,0,-0.366296,113.312,47.4862,4.39516,0.317583,0.19313,-0.366362,135.456,-32.5654,-13.3911,0,0,-0.416351,-20.7387,-6.27133,163.112,-41.4738,56.8925,41.1535,645.597,108.508,677.671,342.664,342.664,342.664,15.0524,-42.969,56.924,754.444,209.735,505.93,72.1727,72.1727,72.1727
1806,0,-26.385,0,0,-27.9358,-6.86699,19.2546,-0.664516,-0.111493,-0.236089,-88.4813,-5.01723,-17.2847,0,0,0.334147,7.82389,-19.6725,104.922,451.899,392.271,666.36,407.264,407.264,407.264,54.8101,-60.6733,100.454,411.002,568.632,147.428,209.592,209.592,209.592,-110.732,-20.4064,-169.845,,,,,,,36.9652,-10.7922,-26.3229,0.354361,-0.53825,1.27696,25.994,-306.068,42.4634,0,0,0.171685,9.75068,-8.79669,-16.7916,-0.459816,-0.181462,1.04359,-186.722,-52.4,-7.14275,0,0,0.363673,,,,-20.7699,6.42432,-162.856,4.45891,-5.70044,122.277,445.157,438.933,215.246,432.983,432.983,432.983,54.81,-60.6733,100.454,398.683,633.045,123.072,69.864,69.8641,69.8641,-21.9387,7.72969,73.0939,558.95,233.563,1083.4,296.532,296.532,296.532,21.9943,0,0,22.1016,-1.82046,5.05029,0.11717,0.0458349,0.11899,0.91192,-9.08126e-16,-14.5427,0,0,0.0287271,4.25373,-43.6874,104.891,817.759,404.369,806.356,388.312,388.312,388.312,15.0213,-43.1728,56.5105,721.157,177.966,556.632,216.518,216.518,216.518,-144.167,-21.5884,-152.939,54.3973,-0.0664717,29.5845,-0.246651,0.711933,-0.270716,-4.32933,-193.139,-5.22352,0,0,-0.336926,114.709,47.5336,4.87848,0.345469,0.181214,-0.370423,145.838,-26.7599,-13.4185,0,0,-0.434216,-20.7699,-6.42432,162.856,-41.4809,57.1013,40.2935,644.182,114.607,675.653,342.227,342.227,342.227,15.0213,-43.1728,56.5105,753.98,215.667,504.43,72.1727,72.1727,72.1727
1807,0,-26.1746,0,0,-27.7099,-6.85392,19.2105,-0.575465,-0.0956943,-0.205372,-83.1599,-5.50948,-16.6038,0,0,0.246729,7.65603,-19.5608,104.886,451.895,393.961,658.415,406.951,406.951,406.951,54.8954,-60.788,100.314,411.984,570.109,140.373,209.592,209.592,209.592,-110.579,-20.3337,-169.89,,,,,,,36.7717,-10.9678,-26.4187,0.40313,-0.565177,1.34137,13.9031,-319.23,45.2091,0,0,0.181845,9.65093,-8.72293,-16.7512,-0.454963,-0.19557,1.01701,-199.932,-51.3196,-6.71475,0,0,0.386756,,,,-20.793,6.57005,-162.608,4.32327,-5.71064,122.183,446.045,440.234,207.827,432.381,432.381,432.381,54.8954,-60.788,100.314,399.72,634.582,116.19,69.8641,69.8641,69.8641,-22.0577,7.56951,72.8709,558.299,236.01,1076.06,296.532,296.532,296.532,22.4533,0,0,22.5769,-1.92065,5.48204,0.124066,0.040482,0.128983,1.94031,-9.20111e-16,-14.4464,0,0,0.0273265,4.29474,-44.4244,104.49,819.182,408.943,802.587,387.999,387.999,387.999,15.0314,-43.3912,56.1082,720.33,183.998,554.61,216.518,216.518,216.518,-144.059,-21.8517,-152.657,54.9725,-0.104921,29.3921,-0.258786,0.693454,-0.248836,-8.91284,-186.078,-13.5341,0,0,-0.307523,116.035,47.5386,5.33924,0.369235,0.169243,-0.372815,155.553,-21.0152,-13.3147,0,0,-0.444015,-20.793,-6.57005,162.608,-41.4581,57.2988,39.4935,642.772,120.656,673.253,341.842,341.842,341.842,15.0314,-43.3912,56.1082,753.471,221.697,502.61,72.1727,72.1727,72.1727
1808,0,-25.84,0,0,-27.3496,-6.82554,19.1123,-0.436953,-0.0726288,-0.157657,-73.1785,-5.92799,-15.2935,0,0,0.122359,7.49959,-19.4666,104.835,451.906,395.76,650.422,406.611,406.611,406.611,55.0714,-60.9187,100.085,413.052,571.435,133.529,209.592,209.592,209.592,-110.345,-20.1813,-169.927,,,,,,,36.5913,-11.1308,-26.4989,0.452728,-0.583266,1.36618,-1.83356,-325.983,47.0666,0,0,0.185553,9.61442,-8.64968,-16.6677,-0.431593,-0.208283,0.94323,-209.615,-48.7729,-6.01356,0,0,0.400822,,,,-20.8087,6.7075,-162.367,4.14791,-5.6856,122.025,447.064,441.314,200.414,431.709,431.709,431.709,55.0714,-60.9187,100.085,400.831,635.992,109.612,69.864,69.864,69.864,-22.1643,7.41295,72.655,557.65,238.462,1068.57,296.532,296.532,296.532,22.9063,0,0,23.0463,-2.01495,5.88815,0.12967,0.0348573,0.137859,2.74875,-9.19845e-16,-14.1992,0,0,0.0256791,4.35875,-45.1406,104.067,820.495,413.469,798.643,387.668,387.668,387.668,15.0839,-43.6224,55.7173,719.484,190.082,552.232,216.518,216.518,216.518,-143.908,-22.094,-152.393,55.535,-0.140463,29.1726,-0.267631,0.670066,-0.21645,-14.0735,-178.952,-21.5906,0,0,-0.278453,117.282,47.5055,5.77748,0.388335,0.157261,-0.373727,164.422,-15.3333,-13.0717,0,0,-0.445646,-20.8087,-6.7075,162.367,-41.4029,57.4839,38.7599,641.379,126.653,670.462,341.506,341.506,341.506,15.0839,-43.6224,55.7173,752.921,227.825,500.457,72.1727,72.1726,72.1727
1809,0,-25.3719,0,0,-26.8455,-6.77965,18.9521,-0.239885,-0.0414046,-0.0905581,-57.6421,-6.2333,-13.2779,0,0,-0.0451756,7.35733,-19.3928,104.766,451.933,397.682,642.404,406.246,406.246,406.246,55.3442,-61.0647,99.7621,414.205,572.593,126.935,209.592,209.592,209.592,-110.026,-19.944,-169.952,,,,,,,36.4285,-11.2799,-26.5581,0.501849,-0.589766,1.34176,-21.2346,-324.846,47.817,0,0,0.180305,9.64991,-8.57696,-16.5393,-0.386242,-0.218896,0.812664,-215.026,-44.4837,-5.0075,0,0,0.40207,,,,-20.8173,6.83562,-162.136,3.92913,-5.62172,121.796,448.222,442.153,193.034,430.965,430.965,430.965,55.3442,-61.0646,99.7622,402.015,637.258,103.385,69.8641,69.8641,69.8641,-22.2584,7.26148,72.4469,557.006,240.913,1060.95,296.532,296.532,296.532,23.3499,0,0,23.5059,-2.10249,6.26491,0.133962,0.0289599,0.145449,3.34102,-9.14332e-16,-13.7955,0,0,0.0238534,4.44642,-45.8365,103.623,821.694,417.948,794.53,387.32,387.32,387.32,15.1798,-43.8653,55.3379,718.625,196.218,549.488,216.518,216.518,216.518,-143.712,-22.3153,-152.148,56.086,-0.173533,28.929,-0.272681,0.642044,-0.173267,-19.7589,-171.911,-29.3345,0,0,-0.249959,118.446,47.4387,6.19354,0.402273,0.145291,-0.373321,172.271,-9.71503,-12.6858,0,0,-0.439252,-20.8173,-6.83562,162.136,-41.3124,57.6557,38.0988,640.011,132.596,667.27,341.218,341.218,341.218,15.1798,-43.8653,55.3379,752.338,234.049,497.959,72.1727,72.1727,72.1727
1810,0,-24.7628,0,0,-26.1902,-6.71415,18.722,0.0251669,-0.00121914,-0.00187664,-35.6229,-6.37856,-10.4879,0,0,-0.262159,7.232,-19.3426,104.673,451.979,399.743,634.384,405.855,405.855,405.855,55.719,-61.2249,99.3437,415.445,573.564,120.629,209.592,209.592,209.592,-109.618,-19.6188,-169.964,,,,,,,36.2882,-11.414,-26.5909,0.548687,-0.581775,1.25797,-44.0844,-314.296,47.236,0,0,0.163166,9.76579,-8.50487,-16.3648,-0.315465,-0.226588,0.615389,-215.444,-38.1547,-3.66455,0,0,0.386148,,,,-20.8193,6.95332,-161.916,3.66364,-5.51578,121.488,449.524,442.736,185.717,430.147,430.147,430.147,55.719,-61.2249,99.3437,403.27,638.361,97.5477,69.864,69.8641,69.8641,-22.3398,7.11669,72.2478,556.366,243.357,1053.21,296.532,296.532,296.532,23.7807,0,0,23.9521,-2.18235,6.60844,0.136925,0.0228037,0.151603,3.72322,-9.07099e-16,-13.2351,0,0,0.0219182,4.55836,-46.5119,103.162,822.776,422.381,790.253,386.958,386.957,386.957,15.3199,-44.1189,54.9695,717.76,202.405,546.369,216.518,216.518,216.518,-143.473,-22.516,-151.922,56.6267,-0.204478,28.6643,-0.273437,0.609665,-0.119134,-25.9181,-165.078,-36.7085,0,0,-0.222177,119.522,47.3425,6.58798,0.410613,0.133346,-0.371732,178.94,-4.16238,-12.1577,0,0,-0.425217,-20.8193,-6.95332,161.916,-41.1841,57.8128,37.5159,638.679,138.484,663.667,340.973,340.973,340.973,15.3199,-44.1189,54.9695,751.727,240.37,495.109,72.1727,72.1727,72.1727
1811,0,-24.0075,0,0,-25.3785,-6.62702,18.4144,0.367672,0.0485811,0.110263,-6.18724,-6.30914,-6.86537,0,0,-0.534679,7.12642,-19.3193,104.553,452.047,401.957,626.389,405.439,405.439,405.438,56.1989,-61.3982,98.8288,416.771,574.334,114.646,209.592,209.592,209.592,-109.121,-19.2041,-169.962,,,,,,,36.1752,-11.5318,-26.5928,0.590895,-0.556332,1.10449,-69.8971,-292.816,45.0978,0,0,0.130756,9.96994,-8.43352,-16.143,-0.215956,-0.230421,0.34145,-210.208,-29.4752,-1.95333,0,0,0.34824,,,,-20.8154,7.05945,-161.707,3.34866,-5.36511,121.097,450.973,443.047,178.493,429.255,429.255,429.255,56.1989,-61.3982,98.8288,404.593,639.284,92.1392,69.8641,69.864,69.8641,-22.4081,6.9802,72.0583,555.731,245.785,1045.36,296.532,296.532,296.532,24.196,0,0,24.3819,-2.25361,6.91479,0.138547,0.01642,0.156189,3.90355,-8.9724e-16,-12.5229,0,0,0.019942,4.69516,-47.1671,102.688,823.738,426.768,785.817,386.582,386.582,386.582,15.5047,-44.3827,54.6117,716.899,208.643,542.87,216.518,216.518,216.518,-143.189,-22.6963,-151.716,57.1585,-0.233555,28.3816,-0.269404,0.5732,-0.0540526,-32.5008,-158.544,-43.6556,0,0,-0.195148,120.504,47.2213,6.96145,0.412981,0.121434,-0.369063,184.276,1.3188,-11.4932,0,0,-0.404156,-20.8154,-7.05945,161.707,-41.0156,57.9541,37.0165,637.39,144.317,659.648,340.771,340.771,340.771,15.5047,-44.3827,54.6116,751.096,246.785,491.9,72.1727,72.1726,72.1727
1812,0,-23.1027,0,0,-24.408,-6.51646,18.0224,0.796756,0.10843,0.247247,31.5689,-5.96248,-2.36783,0,0,-0.86829,7.04324,-19.326,104.402,452.139,404.339,618.447,404.998,404.998,404.998,56.785,-61.583,98.2192,418.178,574.889,109.019,209.592,209.592,209.592,-108.533,-18.7006,-169.944,,,,,,,36.0943,-11.632,-26.5593,0.625548,-0.51052,0.871176,-97.8848,-258.958,41.1826,0,0,0.0792606,10.2695,-8.36305,-15.8733,-0.0846867,-0.229351,-0.0187158,-198.736,-18.1318,0.155624,0,0,0.28322,,,,-20.806,7.15282,-161.51,2.98192,-5.1676,120.617,452.57,443.08,171.391,428.292,428.292,428.291,56.785,-61.583,98.2192,405.979,640.013,87.1909,69.8641,69.864,69.8641,-22.4632,6.85369,71.8795,555.101,248.19,1037.41,296.532,296.532,296.532,24.5935,0,0,24.7924,-2.31534,7.18005,0.13882,0.00985803,0.159095,3.89209,-8.81351e-16,-11.6695,0,0,0.0179914,4.85744,-47.802,102.204,824.576,431.11,781.229,386.195,386.195,386.195,15.7344,-44.6569,54.2636,716.047,214.929,538.987,216.518,216.518,216.518,-142.859,-22.8564,-151.529,57.6824,-0.260946,28.0838,-0.26011,0.532909,0.0218061,-39.4562,-152.371,-50.1185,0,0,-0.16884,121.39,47.0793,7.31463,0.409074,0.109562,-0.365381,188.143,6.7166,-10.7029,0,0,-0.376895,-20.806,-7.15282,161.51,-40.805,58.0782,36.6053,636.151,150.095,655.206,340.608,340.608,340.608,15.7344,-44.6569,54.2636,750.453,253.295,488.331,72.1727,72.1726,72.1727
1813,0,-22.0479,0,0,-23.2793,-6.38088,17.5399,1.32072,0.178461,0.409776,78.4757,-5.26823,3.02604,0,0,-1.26759,6.98507,-19.3659,104.218,452.26,406.902,610.584,404.534,404.534,404.534,57.4764,-61.7777,97.519,419.663,575.217,103.775,209.592,209.592,209.592,-107.858,-18.111,-169.909,,,,,,,36.0505,-11.7133,-26.4873,0.649131,-0.441607,0.548629,-126.931,-211.415,35.2835,0,0,0.00445861,10.6708,-8.29358,-15.5556,0.0809203,-0.222239,-0.47376,-180.561,-3.82264,2.68825,0,0,0.185851,,,,-20.7918,7.23216,-161.327,2.56183,-4.92187,120.044,454.311,442.828,164.445,427.259,427.259,427.259,57.4764,-61.7777,97.519,407.422,640.534,82.7285,69.8641,69.8641,69.864,-22.5049,6.73889,71.7122,554.477,250.563,1029.4,296.532,296.532,296.532,24.971,0,0,25.1813,-2.36665,7.4004,0.13774,0.00318417,0.160228,3.7005,-8.5606e-16,-10.6905,0,0,0.0161291,5.0458,-48.4165,101.713,825.287,435.404,776.496,385.801,385.801,385.801,16.0089,-44.9418,53.9246,715.213,221.262,534.719,216.518,216.518,216.518,-142.485,-22.9965,-151.362,58.1999,-0.28676,27.774,-0.245109,0.489036,0.108093,-46.7324,-146.59,-56.0391,0,0,-0.143162,122.175,46.9205,7.6481,0.39866,0.0977489,-0.36071,190.417,12.0115,-9.80171,0,0,-0.34445,-20.7918,-7.23216,161.327,-40.5504,58.1834,36.2864,634.97,155.816,650.339,340.481,340.481,340.481,16.0089,-44.9418,53.9246,749.806,259.895,484.401,72.1727,72.1727,72.1727
1814,0,-20.8455,0,0,-21.9959,-6.219,16.9616,1.94643,0.25842,0.59765,135.235,-4.14874,9.31058,0,0,-1.73571,6.95432,-19.442,103.998,452.41,409.657,602.83,404.048,404.048,404.048,58.2697,-61.9801,96.7346,421.22,575.31,98.9357,209.592,209.592,209.592,-107.099,-17.4404,-169.855,,,,,,,36.0483,-11.7743,-26.3738,0.65756,-0.347203,0.12879,-155.576,-149.105,27.2156,0,0,-0.0982124,11.1789,-8.22519,-15.1902,0.282797,-0.207873,-1.03077,-155.365,13.7268,5.6649,0,0,0.0510524,,,,-20.7732,7.2962,-161.16,2.08749,-4.62726,119.378,456.192,442.293,157.687,426.163,426.163,426.163,58.2697,-61.9801,96.7346,408.914,640.834,78.7706,69.8641,69.864,69.864,-22.5329,6.63753,71.5573,553.86,252.896,1021.32,296.532,296.532,296.532,25.327,0,0,25.5466,-2.40669,7.57229,0.135308,-0.0035203,0.159515,3.34179,-8.18767e-16,-9.60569,0,0,0.0144118,5.26085,-49.0105,101.217,825.867,439.652,771.628,385.402,385.402,385.402,16.3277,-45.2381,53.5937,714.405,227.64,530.068,216.518,216.518,216.518,-142.064,-23.1166,-151.212,58.7119,-0.311045,27.4552,-0.223998,0.441805,0.204274,-54.2745,-141.202,-61.3594,0,0,-0.117989,122.856,46.7486,7.96226,0.381583,0.0860196,-0.355032,190.986,17.1754,-8.80818,0,0,-0.308002,-20.7732,-7.2962,161.16,-40.2506,58.2683,36.0633,633.851,161.48,645.046,340.389,340.389,340.389,16.3277,-45.2381,53.5937,749.164,266.583,480.114,72.1727,72.1727,72.1727
1815,0,-19.5007,0,0,-20.5646,-6.02985,16.2835,2.67861,0.347564,0.809522,202.355,-2.51996,16.4469,0,0,-2.27372,6.95328,-19.5572,103.741,452.593,412.614,595.215,403.543,403.543,403.543,59.1594,-62.1881,95.8749,422.839,575.164,94.52,209.592,209.592,209.592,-106.263,-16.6958,-169.783,,,,,,,36.092,-11.8139,-26.2171,0.646242,-0.225445,-0.394271,-182.017,-71.2694,16.8269,0,0,-0.23355,11.7979,-8.15787,-14.7777,0.522011,-0.185001,-1.69453,-123.007,34.744,9.09808,0,0,-0.125779,,,,-20.751,7.34358,-161.008,1.55879,-4.28396,118.615,458.204,441.478,151.147,425.009,425.009,425.009,59.1593,-62.1881,95.8749,410.447,640.905,75.3276,69.8641,69.8641,69.864,-22.5468,6.55139,71.4155,553.251,255.18,1013.21,296.532,296.532,296.532,25.6601,0,0,25.8868,-2.43472,7.69248,0.131527,-0.0101627,0.156903,2.82992,-7.67874e-16,-8.43832,0,0,0.0128872,5.50314,-49.5835,100.72,826.31,443.85,766.634,385,385,385,16.69,-45.5468,53.2702,713.63,234.061,525.039,216.518,216.518,216.518,-141.597,-23.2164,-151.08,59.2197,-0.333798,27.1303,-0.196425,0.391413,0.309625,-62.0231,-136.18,-66.0221,0,0,-0.0931784,123.431,46.5668,8.25727,0.357769,0.0744134,-0.348285,189.759,22.1714,-7.74368,0,0,-0.268868,-20.751,-7.34358,161.008,-39.9047,58.3308,35.9385,632.799,167.088,639.327,340.328,340.328,340.328,16.69,-45.5468,53.2702,748.536,273.357,475.475,72.1727,72.1727,72.1727
1816,0,-18.0214,0,0,-18.9949,-5.81289,15.5029,3.51898,0.444571,1.04263,280.074,-0.292926,24.3567,0,0,-2.87993,6.9839,-19.7139,103.447,452.811,415.782,587.767,403.02,403.02,403.02,60.1371,-62.3992,94.9508,424.511,574.777,90.5384,209.592,209.592,209.592,-105.357,-15.8864,-169.691,,,,,,,36.1857,-11.8305,-26.0162,0.610194,-0.0752078,-1.02345,-204.129,22.4194,4.00935,0,0,-0.40642,12.5304,-8.09152,-14.3195,0.798518,-0.152365,-2.46657,-83.5641,59.3882,12.9897,0,0,-0.348401,,,,-20.7257,7.37295,-160.872,0.976398,-3.89292,117.757,460.336,440.395,144.857,423.807,423.807,423.807,60.1371,-62.3992,94.9508,412.009,640.743,72.4017,69.8641,69.8641,69.8641,-22.5464,6.48224,71.2877,552.65,257.406,1005.07,296.532,296.532,296.532,25.9695,0,0,26.2008,-2.45006,7.75816,0.1264,-0.0166432,0.152365,2.1795,-7.02736e-16,-7.21397,0,0,0.0115922,5.77323,-50.1354,100.225,826.614,447.999,761.523,384.6,384.6,384.6,17.0948,-45.8692,52.9533,712.896,240.522,519.638,216.518,216.518,216.518,-141.084,-23.2957,-150.963,59.7244,-0.354971,26.8021,-0.162105,0.338031,0.423239,-69.9135,-131.468,-69.9717,0,0,-0.0685906,123.898,46.378,8.53301,0.327226,0.0629812,-0.340361,186.658,26.9543,-6.63138,0,0,-0.228462,-20.7257,-7.37295,160.872,-39.5124,58.3692,35.914,631.818,172.639,633.186,340.297,340.297,340.297,17.0948,-45.8692,52.9533,747.932,280.21,470.493,72.1727,72.1726,72.1727
1817,0,-16.4186,0,0,-17.2996,-5.56798,14.6188,4.46534,0.54745,1.29254,368.282,2.62317,32.9173,0,0,-3.54918,7.04794,-19.9142,103.114,453.066,419.164,580.517,402.483,402.483,402.483,61.1927,-62.611,93.9752,426.225,574.152,86.9957,209.592,209.592,209.592,-104.392,-15.023,-169.58,0.319043,-1.07126,5.50757,231.31,-329.919,-63.7039,36.3328,-11.8229,-25.7706,0.544213,0.103677,-1.75764,-219.497,131.751,-11.2866,0,0,-0.621524,13.3776,-8.02585,-13.8176,1.11091,-0.108741,-3.34428,-37.3635,87.73,17.3291,0,0,-0.61931,10.9201,-3.25222,56.1424,-20.6978,7.38295,-160.755,0.34185,-3.45598,116.805,462.573,439.058,138.846,422.565,422.565,422.565,61.1926,-62.611,93.9752,413.59,640.346,69.9862,69.8641,69.864,69.864,-22.5313,6.43179,71.1743,552.057,259.567,996.94,296.532,296.532,296.532,26.2546,0,0,26.4878,-2.45219,7.76705,0.119935,-0.0228593,0.145892,1.40546,-6.23097e-16,-5.95926,0,0,0.0105511,6.07159,-50.6658,99.7333,826.772,452.096,756.306,384.203,384.203,384.203,17.5408,-46.2066,52.6424,712.208,247.019,513.875,216.518,216.518,216.518,-140.525,-23.354,-150.859,60.2269,-0.374482,26.4734,-0.120831,0.2818,0.544031,-77.8746,-126.986,-73.1565,0,0,-0.0441067,124.255,46.1848,8.78903,0.290051,0.051785,-0.33111,181.628,31.4712,-5.49513,0,0,-0.188269,-20.6978,-7.38295,160.755,-39.074,58.3813,35.9906,630.91,178.134,626.628,340.294,340.294,340.294,17.5408,-46.2066,52.6424,747.358,287.139,465.18,72.1726,72.1727,72.1727
1818,0,-14.7059,0,0,-15.4939,-5.29546,13.6317,5.51077,0.653555,1.55303,466.444,6.31352,41.9644,0,0,-4.27222,7.14682,-20.1596,102.743,453.358,422.765,573.491,401.935,401.935,401.935,62.3136,-62.821,92.9622,427.969,573.296,83.8901,209.592,209.592,209.592,-103.378,-14.1181,-169.449,0.353506,-1.23547,6.53145,261.272,-407.92,-75.3062,36.5364,-11.7897,-25.4807,0.443096,0.310261,-2.5909,-225.476,255.906,-29.0364,0,0,-0.883086,14.3391,-7.96039,-13.2744,1.45618,-0.0529721,-4.32009,14.9841,119.743,22.0943,0,0,-0.93933,12.594,-3.60353,66.5795,-20.6678,7.37224,-160.656,-0.342497,-2.97571,115.763,464.897,437.485,133.141,421.295,421.295,421.295,62.3136,-62.821,92.9622,415.178,639.715,68.0661,69.8641,69.8641,69.864,-22.5012,6.40171,71.0763,551.472,261.653,988.826,296.532,296.532,296.532,26.515,0,0,26.7475,-2.44069,7.71744,0.112139,-0.0287102,0.137503,0.522751,-5.29779e-16,-4.7008,0,0,0.00977453,6.39858,-51.1741,99.2483,826.782,456.139,750.996,383.814,383.814,383.814,18.0262,-46.5604,52.337,711.573,253.549,507.763,216.518,216.518,216.518,-139.919,-23.3907,-150.768,60.7281,-0.39222,26.1469,-0.0724865,0.222832,0.670763,-85.8284,-122.633,-75.5299,0,0,-0.0196446,124.502,45.9892,9.02457,0.246428,0.0408953,-0.320346,174.63,35.663,-4.35851,0,0,-0.149799,-20.6678,-7.37224,160.656,-38.5902,58.3653,36.1684,630.076,183.572,619.661,340.318,340.318,340.318,18.0262,-46.5604,52.3371,746.824,294.138,459.549,72.1727,72.1727,72.1727
1819,0,-12.899,0,0,-13.5951,-4.99615,12.5441,6.64319,0.759718,1.81626,573.564,10.845,51.3049,0,0,-5.03541,7.28166,-20.4513,102.335,453.69,426.583,566.717,401.38,401.38,401.38,63.4856,-63.0268,91.9271,429.729,572.219,81.2133,209.592,209.592,209.592,-102.329,-13.185,-169.301,0.387555,-1.40382,7.63749,291.859,-493.958,-87.7095,36.7987,-11.7297,-25.1475,0.301968,0.542415,-3.51212,-219.329,393.442,-49.1298,0,0,-1.19442,15.4131,-7.89446,-12.693,1.82971,0.0160017,-5.38114,72.5968,155.301,27.2579,0,0,-1.30739,14.3101,-3.95061,77.8541,-20.6363,7.33958,-160.577,-1.07348,-2.45544,114.634,467.291,435.702,127.766,420.01,420.01,420.01,63.4856,-63.0268,91.927,416.76,638.858,66.6183,69.8641,69.8641,69.8641,-22.4556,6.39356,70.994,550.897,263.657,980.755,296.532,296.532,296.532,26.751,0,0,26.9801,-2.41534,7.60825,0.103024,-0.0341004,0.12724,-0.453866,-4.26412e-16,-3.46409,0,0,0.00925959,6.75451,-51.6599,98.772,826.638,460.125,745.602,383.435,383.435,383.435,18.5492,-46.9322,52.0369,710.995,260.107,501.315,216.518,216.518,216.518,-139.268,-23.4049,-150.687,61.2286,-0.40805,25.8251,-0.017061,0.161218,0.802058,-93.69,-118.287,-77.0521,0,0,0.00482649,124.639,45.7926,9.23858,0.196632,0.0303884,-0.307853,165.652,39.4662,-3.24384,0,0,-0.114555,-20.6363,-7.33958,160.577,-38.0625,58.3189,36.4467,629.318,188.952,612.296,340.368,340.368,340.368,18.5493,-46.9322,52.0369,746.335,301.201,453.618,72.1727,72.1727,72.1727
